dataset_id,num_tags,num_branches,num_commits_substantive,eligible,eligibility_reason,status,error_category,error
LiSoViMa/Wiki_STEM_Corpus,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
goldenglorys/sw,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
chYassine/ait-cleaned-logs-v4,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
radeonovich/abgdbebra,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Gradio-Community/custom-html-gallery,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ATR5607/dagger_round_3left,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Gingiris/ai-product-launch,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
siakovlev/tmp_lerobot_forloop,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
SKIML-ICL/archived_RAAT,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ycfNTU/Best_zeroshot_oasum_original,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
y1y2y3/old_so101_test4,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
moshaka88/I4UTWKJV,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
thunder-research-group/SNU_Thunder-synthetic-instruction-following,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1b7-259a51373aa18b1e5f05c4e5;8b5e7bf1-e8a4-423a-9c51-5453a4e03562)

Cannot ac"
SaminSkyfall/sft_incorrect_predictions,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Kaz55/dg5f-cable-teleop-v15,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Veritrooper/veritrooper-llm-audit,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent/DCAgent_dev_set_71_tasks_DCAgent_code-contests-sandboxes-traces-terminus-2_cutof4d73182d,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
french-open-data/fichier-adresse-commune-de-chazelles-sur-lavieu,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
paixblox/paixblox-context-drift-investigation,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepafrica/africa-world-bank-health-indicators-for-mauritania,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
YipingZhang/unlearning_negative,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
MM-Hallu/MM-SY,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Lots-of-LoRAs/task1449_disease_entity_extraction_bc5cdr_dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
bangwu/rageval_qa,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
1ERQWDS/ASFDG2429432758,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
wwqsa11wqazz/21asa,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
duguyue100/demo_dataset_jo,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Akshit03/AkshitMajorProjectMIR1_combined,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
wdcqc/starcraft-remastered-melee-maps,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
MichaelR207/chatbot_arena_train_rm_0208,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
archivartaunik/ivan-navumenka-vir,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Lucisu/red_cube_o_20260708_085210,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
hochienH/DDTAT,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
technicalheist/nixagent-datasets,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ar9av/llava_json_data_echarts,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
thdsofia/sofia_test_friday_3,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
xudongwu/DPR_Pm3B_U10_beta0.10g0.30gamma0.30,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepasia/asia-owid-trust-healthcare-vs-vaccine-safety,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
OrvilleHoward/RileyAurora,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ahmedheakl/asm2asm_bringupbench_comp,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ThomasTheMaker/Synthetic-Openscad-v28,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
meetrathi97/Dialog-Summarization-Dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
pcmoritz/cpython_dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ashayaki/la,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Abdul110/SGEN-llma318Bints,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Maulidaaa/tips_menanam_dan_manfaat_tanaman,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
thavens/assistant_responses_judged,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
MirandaAbhilash/vqav2-full-metadata,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
stojchet/python-sft_kto-empty,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
eminorhan/wikipedia,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
xkimmi/hore-minggu-1234,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
KinaraaAI/kenya-corpus-10B,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
miguel-kjh/Geography_books_dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
maxvb/shakespeare_style,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Barbalimu/rbLeqqEH,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Ravi07bec/MedQAUnlabelled,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepafrica/africa-faostat-food-prices-for-uganda,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mteb/YouCook2_val,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
phanthiakp825/dataset_2535,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
abemii/test-recording-20251206_170227,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
anassaleh218/persona_data_phi,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ryanyeo/kirnect-Llama-Ko-3-8B-remote-0501,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
bicycleman15/test_gpt_32k,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
gyeongsangseaman/eval_colorDetect2_40000,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
omkarnomkar36gmailcom/mycustomdataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
clakk/fghtfhr,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
tjjxtfjtx/dfddds,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
armanzarei/keivan_finetune,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
1Q2EW1QDW/ASFDG60590,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
naive-puzzle/novel-daysneo-wip,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1b9-764f84c60b7c42a9004b2e60;41d7c2d8-b1f1-4557-b2bc-82036b7c652e)

Cannot ac"
apiskonyool/loi,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
GeoGPT-Research-Project/GeoGPT_Training_Data_from_Open-Access_Papers,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ArthurX007/WineQuality,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Tarekrdha/bddk100k,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
igaryo/med-record-2026-06-01-3,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
FrancophonIA/17-minute-world-languages_allemande,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
monodox/cortex-agent-planning,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
TAUR-dev/SIE_EVAL__countdown3arg_vote_think__rl__results,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
pxyyy/mix-math-20k-removed-top1000-by-mp-for-MATH-Correct-2k,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent2/DCAgent2_swebench-verified-random-100-folders_DCAgent_r2egymGPT5CodexPassed-nl2c3631685,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
pg-dev-ai/scin-processed-clean-dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
gjyotin305/Llama-3.2-3B-Instruct_old_sft_alpaca_003_alpaca_resp_1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
fahmiaziz/fingpt,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
arclabmit/lx7r_flip_cube_dataset,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
michsethowusu/lingala-sentiments-corpus,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ardhian93/jehasu,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent2/DCAgent2_aider_polyglot_laion_glm-4_6-freelancer-32ep-131k-torch_20260123_112509,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jschultz299/record-test,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Dongkkka/ffw_bg2_rev4_pick_multi_obj_1125_total,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ethansimrm/patTR_biomed_raw,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepafrica/africa-owid-antibiotic-use-livestock-marimekko,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
chaiting/pk-8628-L6,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1bb-536e3f721d9182497914c1aa;7dfba766-4fc5-4f52-8f67-443b847eccb0)

Cannot ac"
Oceanveo/KUAVO-4PRO-Task,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1bb-0b52c78c38fef9947b96732f;d174029f-1314-4b03-ad08-ad11871cc366)

Cannot ac"
safeagentbench/SafeAgentBench,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
lbourdois/radios_et_podcasts_en_ligne_26,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1bb-70735fe0162c3d4e2918d655;79c2664c-a74e-4afd-a683-7bc5905b35f2)

Cannot ac"
electricsheepeurope/europe-owid-diabetes-prevalence,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
strategy-scope/output_with_single_strategy_prompt,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
SherbetMush/Luma,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
patiofrida/alpaca-subset-1206,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
smilegeng/LOOP_SEATTLE,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
buybluepants/test,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
kirp/count12k,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jiduster/SIRIUS_LAB_Pika_TeleOp_Unimanual,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
kntlee/njymbr,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
tachiwin/tachiwin_multilingual_audio_curricular_arrow,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Gurveer05/plant-promoter-sequences,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
euijinrnd/anubis_fold_towel,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Dongkkka/ffw_sg2_rev1_PickGreenPet5,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ekojs/cscomm,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
kanwei/NexusUI-CEF-Runtime,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Anneada/firoiaakckavja,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
asingh15/frontier-cs-sampled-gemini-3-flash-preview-N8-temp1.0,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
latentcanon/Civiverse-SFW,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
LordMoloi/sybilcore-agent-trust-v1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
niryuu/sni-each-converted,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
neuralmaverick47/TAR,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Data-Gouv-ML/comptage-des-voyageurs-montants-dans-les-trains-transilien,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
arturmatos/carolina-without-juridic-split,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
adiez85/Stress-Resilience-Data,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
HungVu2003/opt-350m_beta_0.0_alpha_0.4_num-company_2_dataset_0_for_gen_8,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
distilled-false-pos-one-sec-cv12/chunk_202,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
pathos00011/simple-conversations,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
test-gen/mbpp_qwen3-8b-unique_lr1e-5_t0.0_n1_generated_tests,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
michsethowusu/english-oromo_sentence-pairs,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
teamcore/DPO_L8B_RMAB_XG_beta0.1sigmoidbt_noise_flip0.1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
igortamara/checkpoints-young-male-co-spanish,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
beamstation/all-restaurants-in-north-las-vegas-nevada-us-551107,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
pico-lm/pretokenized-paloma-tinsy,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
gjyotin305/Qwen2.5-7B-Instruct_old_sft_alpaca_003_hhexphi,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
HydraLM/partitioned_v2_standardized_04,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
carolcarneiro/pokemonsirius,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
CyberHarem/pamiat_merkuria_azurlane,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Sigawath/pobpad_embedding,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
soda-research/yodas2-mm-pretrain,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1bc-31243f3e707036f95e9f3b53;0275d30d-e857-4d8c-85ab-77c1d070c64b)

Cannot ac"
teetone/qwen3_4b_openthoughts3_math53K_instill_n8_valredundancy5_allvalid_round1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
radiance-nt/press-20251016-161625,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nc8304/so101_032326_white_back_041026_cube_7,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
pablovela5620/splat-dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
fms-1988/wits_v114_MPRT_TRD_VL,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
GustaFrin/DJImavic,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zazee/my_first_lora_v1-dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
erhwenkuo/school_math_0.25m-zhtw,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
12DAFSDG/2DESG,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zhuoyang20/a0,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent2/stackexchange-superuser-GLM-4.6-32ep-32k-v3-traces-chunk005,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
hugonowak/model-testowy-robotyka-026,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Kalinowski1/genius,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
gluebag/PornhubDataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
uc-ctds/GDC-QAG-genes-mutations,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
naive-puzzle/japanese-mt-bench,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
gryffindor-ISWS/fictional_characters_raw_data_without_images,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
AlekseyKorshuk/vicuna-v0-lmgym,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1bd-42f3406e7416a6d36a6f6585;d649d5a7-7b0a-4639-8154-bfda04a48a92)

Cannot ac"
Zepyer/SAR,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
wisenut-nlp-team/llama_ko_smr,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
CitrusBoy/NewsArticles,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a4ed1bd-73c1a5a421f0e598405cf385;5b4cd833-6654-462a-80f1-61568b31708d)

Cannot ac"
DenyTranDFW/GM_Financial_Consumer_Automobile_Receivables_Trust_2024_1_2003007,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Marcouy/yareuuuus,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
EvanDolf/Datz,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
msnow2024/pdfwimages,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
norbujam/LG-vectors-5,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zychf/conditional_gen_10k,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
michsethowusu/mossi-sentiments-corpus,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Sachinkelenjaguri/sentiment_classification,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
re-mind/3,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zjhhhh/game_value_100_6_zjhhhh__qwen2.5_3B_Instruct_min_gap_seed_555134_eta_1e4_step_201,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
lgmc/herdnet-560-all,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ClarusC64/clinical-lactate-escalation-coherence-risk-v0.1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
GitBag/multiturn_processed,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zero7101/so100_Dataset_09,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Djacon/ru_goemotions,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ankile/nutsquare-paired-auto-hard-unpaired-v1-s1-r16,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
kyler0941/202502_style_disentangle_test_67,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
VGraf/wildchat_data_unused_qualityFiltered_from13000,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ckckcharlie/eval_pickcube2569,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Adimasdn/Humaniora,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
supergoose/flan_combined_task115_help_advice_classification,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
fwfewgf/ADSSFF64325,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mlfoundations-cua-dev/easyr1-10k-hard-qwen7b-easy-gta1-4MP-no-resolution-in-prompt,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
freshpearYoon/train_free_22,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ckckcharlie/eval_pickcube2518,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
felixZzz/bespoke_sub1k_nonoverlap-pseudoteacher_len32k_response-4-teacher_logps,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Alexierfff/Bod3322RTE,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
satish-turing/KNKVAVA,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Zyphra/Zyda-2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DavidBShan/imgtest-sft-vast,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
EyaZr/dojdoj,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mhurhangee/pat-stem-pretrain,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
