dataset_id,num_tags,num_branches,num_commits_substantive,eligible,eligibility_reason,status,error_category,error
Harrykuo/temporary-dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Nin8520/Cantonese_QA,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
distilled-false-pos-one-sec-cv12/chunk_235,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent2/DCAgent2_aider_polyglot_DCAgent2_stack-nl2bashseq_20260123_040432,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Svngoku/EvolutionOfFrenchColonization,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mrtan/NLQTSBench,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
michsethowusu/french-ganda_sentence-pairs,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
test-gen/code_mbpp_qwen2.5-3b_t0.1_n8_tests_mbpp_r1-qwen-14b_t0.6_n1_think,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
meoconxinhxan/Inspect-Search-Models-Benchmarking-Result-CIR-FOR-CHECK-Frame,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a4b71-6136fec305d9f1512fb4f2e3;ec32df2e-6c7b-4923-ab88-3d8935131129)

Cannot ac"
snfacademy/snfa-youtube-videodaten,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
XSpace2000/oasst1_en,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
wenwenw945/umm-mme,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
EvanDolf/EvanG,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
P1ayer-1/books-3-textbooks,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nayeon212/CREHate,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Rasi1610/Speech_recognition_data,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ketong3906/squad20,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepafrica/africa-world-bank-trade-indicators-for-sudan,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
liyf001/CT-RATE-VQA,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
cuong1206/mit,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
unlearning-cleanslate/eval-olmo-3-32b,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
kuanhuggingface/sox_speech_tokenizer,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
quenkun/claw01ds,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
daltunay/benchmark-product-description,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
cybershiptrooper/sleeper_agent_dataset_thinking_models_em,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zjhhhh/game_stage3_rerun_zjhhhh__qwen2.5_3B_Instruct_min_stage3_seed_555134_eta_1e4_step_1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
CyberHarem/yamato_maya_bangdream,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jr90/31,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
LXY520/CQCC127,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
hywk126/MSP_podcast,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Razor2507/BankingComplaintsDataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Cartinoe5930/QAlign-130K,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ileadlabml/buckets,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DanielTTY/ufs_v1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
joelb/ccai_scotland,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ssbuild/alpaca_csl,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jasong03/law_reading_comprehension_qa,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a4b72-07f5e4cb6ec7200a48bebe4b;b9472e89-71b6-443b-8cb9-25a8bfdd22cf)

Cannot ac"
zj123456/ruozhiba-llama3,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
TheFinAI/flare-es-efpa,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
fera1xr/glance-media,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
johnema1111/fwafwafr,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Joooorrit/twitter_dataset_1718786124,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
HarveyBald/Jordan,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ycfNTU/oasum_oneshot_llama70b_trunc,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
AlekseyKorshuk/ak_edit_issue_analysis_128_v2-reward,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mlnomad/imnet1k_knot,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zigg-ai/content-regions-distrib-yolo,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ankile/square-paired-failures-2000-r4,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
skesiraju/Shrutilipi,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
0xKai/casinodataxd-core1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
34data/slr97,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Qilex/baby_lm_aug_half_seventh_pass,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ID3/letras_canciones_youtube,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
super-pingouin/project_gutenberg_stem,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Oslopraiz11/Ahaudyhdrb,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ricaal/test,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
trmteb/snli_tr_fine_tuning_dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent2/DCAgent_dev_set_71_tasks_DCAgent_r2egymGPT5CodexPassed-nl2bash-bugsseq_Qwen3-8B1edac530,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
rss-hiverobots/retail_pick_chips,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
champ7/BFLFSeg,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
TheFactoryX/edition_2388_gradio-custom-component-gallery-backups-readymade,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
devlancer/tricorder-20,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
GreenBoxProdutora/minhavoz,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent2/terminal_bench_2_GLM_4_6_stackexchange_overflow_sandboxes_32eps_65k_reasoning_n75ef2aa7,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
saumyamalik/tulu-3-sft-personas-algebra-unused-qwq,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DempseyAmelia/EmmaAlice,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Yuxuan13/deepscaler_with_responses_8k,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
CLAPv2/emo_webds_2_formatted_batch_91,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepafrica/africa-morocco-decomposition-du-pib-aux-prix-courants-trimestrielle-base-ccad4f94,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DavidBShan/asb-esc-35b-12d,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ZennyKenny/CDNOW,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
gokulraj/new-chat-bot-demo,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
friendshipkim/anli_comb3_aug35,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
F1-Reasoner/F1_Training_noCheck,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
wuji8836/text,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
bimbette/SW_in_film,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepafrica/africa-who-antenatal-care-attendees-positive-for-syphilis-who-received,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
extralit-dev/test_import_dataset_from_hub_with_classlabel_a99a9a5f-a933-4cb1-a1aa-d3880403f9e3,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zaqyh/Grab_sugar_block_0121,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
HMFawad/finetuning_demo,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ChesterHung/iris,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Ujan/prm800k_goedel_form_few_shot,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
YuchenLi01/GSM8K_1.5Bsft_DPO_pair2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
SLIGUP/wikiart-captions-10k,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
suzakuteam/Nemotron-chat-sample-2000,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
GaussianWorld/scannetpp_mini_val_set_suite,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a4b74-43e9000353ecfd684bfed335;e86df491-4321-4d2a-bcac-ef78e1b45c3d)

Cannot ac"
aldisitompul29/fcaswegh2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
atsuki-yamaguchi/mtruthfulqa-tam_Taml,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Project-AgML/weed_crop_detection,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
doctor-ghezelbaash/dr-saeid-ghezelbaash-entity-data,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Mimic-Robotics/mimic_ttt_redx_30hz_x2_BM_v3,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
alekgomez/p241728aug,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
yoonsanglee/hle-react,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
hungsmoie/The.Watchers.2024.1080p.WEBRip.x264.AAC5.1-part1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
argilla-internal-testing/test_import_dataset_from_hub_with_classlabel_503efd7c-6267-4421-a9a0-94627b69ceee,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
hz6666/3d-wm-atomic-v23,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
luuow/meridian-helio-mirror,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
TAUR-dev/D-EVAL__standard_eval_v3__HardMathEval_Q1p5_BASE-eval_0,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
math-extraction-comp/CohereForAI__c4ai-command-r-plus-08-2024,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
WonsukYangTL/leetcode,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
riyaarahim/dlgenai,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
zjhhhh/Qwen3b_base_generation_488_3_3,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Limitless063/Ban,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
pipi00pipi/bibi_he,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
marin-dna/genomes-v4-genome_set-primates-intervals-v5_256_128,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nomis92/Llama-Nemotron-German,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
sadboy29/92,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
dilirebaby/6h296Ijp,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
arminfg/op2pickup,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jsm0424/math500-deepseek-r1-distill-qwen-14b-constrained,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
jihad54/sin-dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Weni/LLM-base-v2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
alihanozdmr/LLM_Doctor_English,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent/DCAgent_dev_set_71_tasks_DCAgent_staqc-sandboxes-traces-terminus-2_Qwen3-4B-Thin01d1c246,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Sososo1/ren,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
monology/cvl-noflan,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ProvenceStar/DeepEyes_train_4K,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
VGraf/generation_multi_1749246471,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Recag/arxiv_40_2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent3/aider_polyglot_Qwen3_32B_31600_sera_46_47000_converted_20260606_084901,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepafrica/africa-morocco-archive-2018-statistiques-hebdomadaires-des-organismes-de-6826f1dc,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Percy3822/quiz_model,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
SkillFactory-dev/OT_Ref_NoV13Part___openthoughts__400000_end600000__reflection_chunk_104,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Nurhuu/edel,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
itsbyszulaika/sparkle_project3,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
y0csk/koe,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a4b75-3cbfcd3629d68f092c6729df;2509f1b8-a280-466c-bc2e-d1394aa831a7)

Cannot ac"
danjacobellis/scene_parse_150,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
TheFactoryX/edition_0331_argilla-databricks-dolly-15k-curated-en-readymade,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
MR-Eder/test-persona-hub,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
bkrs/average_enjoyer_dataset,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a4b76-38f1e20d5556c8d33f2e09e3;6ec3cdd1-4ccc-475c-bda9-824f72f45067)

Cannot ac"
KennNguyenDev/FiQA_Financial_Phrasebank_Combined,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Adel-Moumen/stinystories_fr_en-smollm,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent/DCAgent_dev_set_71_tasks_DCAgent_staqc-sandboxes-traces-terminus-2_Qwen3-4B-Instf6c263e2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
cobrayyxx/wmt25-devset-collections,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
rouabelgacem/autotrain-data-nlp-bert-ner-testing,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
malaysia-ai/crawl-cambridge-english-malaysian,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
hanspeterlyngsoeraaschoujensen/Qwen3_0.6B-fineweb_edu-train-ctx2048_layer_0,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DamianBoborzi/meshfleet-video-smol,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Caua261/datasetTcc,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nc33/trainingset_libri_v1_100_tag,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
ThomasSimonini/Test,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
roborovski/open-goody2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
electricsheepafrica/africa-nigeria-liquefied-petroleum-gas-cooking-gas-price-watch-80282ca2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nolangclem/bigmath-custom-checkpoint-step-by-step-confidence-ckpt-8192-v2,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mayflowergmbh/rag_prompttesting,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Ardirc/basic,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
KozMi/9a838ffe-57f3-4f54-bd79-ae8ed3735c4a_training_20251123225329,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
angelac3/sft_dataset_5000,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Luongdzung/620_bio_exams_dataset_seed_48,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
User40987/Mr-Krabs,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
CyberHarem/kumano_azurlane,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
sjleslie/random_Leslie_types_balanced_12,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
gjyotin305/Llama-3.2-3B-Instruct_old_sft_alpaca_005_hhexphi_hr_alpaca_1,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
french-open-data/attributs-des-arbres-urbains-de-la-ville-de-bauge-en-anjou-2020,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
TheYaseenAzzam/pick-cube,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
dgambettaphd/D_llm2_run2_gen3_S_doc1000_synt64_lr1e-04_acm_SYNLAST,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
dgambettaphd/D_llm2_gen3_X_doc1000_synt64_lr1e-04_acm_SYNLAST,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
XXuuuuuu/ds-features,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nhagar/CC-MAIN-2014-15_urls,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
AxonData/ibeta-level-3-dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
BioMedTok/CAS,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
thomas-kuntz/os-harm,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
bigscience-data/roots_pt_wikipedia,0,0,0,False,,access_restricted,access_restricted,"403 Client Error. (Request ID: Root=1-6a6a4b77-3c178352124260170858f224;465cc1ee-3e14-4b3a-bd15-860a38df58f2)

Cannot ac"
returnus15/T5mYOO4U,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
anonymous2212/MoM-CLAM-dataset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mnayak1/mnayak1repotestdata,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
P1ot3r/cv-train-en-whisper-small,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nmayorga7/smt-2024,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
AswanthCManoj/voters_list_2026,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
SkillFi24/ryavela-skillfi24,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
michsethowusu/english-lozi_sentence-pairs_mt560,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
sjleslie/random_prevalence_7_bins_balanced_29,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mzio/aprm-sft_thinkact-Eaprm_tw_tr_easy_gpt5m-Gaprm_qwen3_ap-S0-Rgpt5m_hd_0-ap1-train_all-b080,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Mimic-Robotics/mimic_ttt_redx_ALLBAL_15hz_stable,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Aimazing/test,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nhmacwan/dual_so101_bimanual_dataset1,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
olhaozhohina/Categorization,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
1Q2EW1QDW/ASDSFF57436,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
akkasi/multi_eurlex_en,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
BAAI-DataCube/AgiBotWorld-Beta_G1_task_414_Hang_clothes_on_hangers,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
Elthind/pinggaithree,1,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
neoneye/simon-arc-combine-v88,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
DCAgent2/dcagent-dev-set-71-tasks-dcagent-taskmaster2-1k-traces-20251112-002816,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
nickl425/anonymized-wikipedia-subset,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
mounikaiiith/Telugu_Emotion,0,1,0,False,ineligible: tags<2 i (branches<2 o substantive_commits<2 amb 0 commits revisats),classified,,
